1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
23014,One Hand,Weapon,Sword,"Iblis, Blade of the Fallen Seraph",81,60,Epic,https://tbc.wowhead.com/item=23014,NA,177.5868,584.88,636.38,599.44,0,0,36.7,38.1,0,0,274.85036,470.08028,0,0,0,0,122.42,136.9972,0,0,496.3772,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,10,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,62.8,70,131,1.6,Naxxramas,Instructor Razuvious,1,NA,-15.12,170.7868,574.37,629.98,575.04,0,0,21.7,23.1,0,0,259.85036,440.32828,0,0,0,0,121.42,133.9972,0,0,479.5372,0,-21.92,315.84,309.44
23044,One Hand,Weapon,Dagger,Harbinger of Doom,83,60,Epic,https://tbc.wowhead.com/item=23044,NA,196.3723,612.796,618.8,637.12,1.6,0,53.1,79.78,0,0,311.19711,540.09943,0,0,0.152,0.536,136.77,146.6588,0,0,526.2052,0,8,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,10,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,65.3,83,126,1.6,Naxxramas,Zone Drop,1,NA,9.55999999999997,189.5723,602.286,612.4,612.72,1.6,0,38.1,64.78,0,0,296.19711,510.34743,0,0,0.152,0.536,135.77,143.6588,0,0,509.3652,0,2.75999999999997,333.51,327.11
23054,One Hand,Weapon,Sword,"Gressil, Dawn of Ruin",89,60,Epic,https://tbc.wowhead.com/item=23054,NA,209.9181,676.08,1225.7,705.8,3,0,40,40,0,0,284.05897,565.65671,0,0,0.285,1.005,154.79,158.412,0,0,573.9224,0,15,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,73.1,138,257,2.7,Naxxramas,Kel'Thuzad,1,NA,-160.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,361.37,361.37
23221,One Hand,Weapon,Mace,Misplaced Servo Arm,83,60,Epic,https://tbc.wowhead.com/item=23221,NA,166.8354,588.6,1118.6,607.2,0,0,0,0,0,0,218.35098,430.92714,0,0,0,0,124.26,130.8,0,0,477.6816,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,65.4,128,238,2.8,Naxxramas,Zone Drop,1,NA,-236.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307.38,307.38
23540,One Hand,Weapon,Sword,Felsteel Longblade,105,70,Epic,https://tbc.wowhead.com/item=23540,NA,242.0794,768.202,1142.54,790.66,3,0,53.3,135.46,0,0,369.44758,691.29484,0,0,0.285,1.005,179.76,181.9502,0,0,646.7496,0,15,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,83.4,128,239,2.2,Blacksmithing,Crafted,1,NA,-39.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,411.22,411.22
23542,One Hand,Weapon,Axe,Fel Edged Battleaxe,105,70,Epic,https://tbc.wowhead.com/item=23542,NA,249.7784,789.44,1163.88,828.72,16.27,12,68.6,89.5,22,12,408.01758,664.00444,6.684,14.52,12.758,14.792,173.81,190.9828,22,12,681.5986,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,14,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,Red,NA,NA,NULL,83.4,128,239,2.2,Amani'shi Axe,NA,1,NA,-0.959999999999987,240.2584,774.726,1154.92,794.56,16.27,12,47.6,68.5,22,12,387.01758,622.35164,6.684,14.52,12.758,14.792,172.41,186.7828,22,12,658.0226,22,-10.48,432.56,423.6
23544,One Hand,Weapon,Mace,Runic Hammer,105,70,Epic,https://tbc.wowhead.com/item=23544,NA,239.5585,774.225,1248.95,790,3.2,0,50,50,0,0,328.78145,647.11625,0,0,0.304,1.072,176.05,182.265,0,0,659.884,0,16,NULL,NULL,NULL,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,83.5,140,261,2.4,Blacksmithing,Crafted,1,NA,-76.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,414.7,414.7
29108,One Hand,Weapon,Sword,Blade of the Unyielding,87,0,Uncommon,https://tbc.wowhead.com/item=29108,NA,144.19617,437.478,703.72,496.12,2,0,42.9,68.18,0,0,222.217129,403.751897,0,0,0.19,0.67,101.733,104.9864,0,0,380.23368,0,10,NULL,8,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,46.67,78,146,2.4,NA,Honor the Fallen,0,NA,-178.564,139.43617,430.121,699.24,479.04,2,0,32.4,57.68,0,0,211.717129,382.925497,0,0,0.19,0.67,101.033,102.8864,0,0,368.44568,0,-183.324,236.869,232.389
29391,One Hand,Weapon,Dagger,Pulse Dagger,108,0,Uncommon,https://tbc.wowhead.com/item=29391,NA,169.23819,533.49,474.04,551.76,0,0,31.5,31.5,0,0,259.809603,442.604379,0,0,0,0,111.711,121.68,0,0,456.73176,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,57.69,52,98,1.3,NA,Dealer Jadyan,0,NA,17.772,154.95819,511.419,460.6,500.52,0,0,0,0,0,0,228.309603,380.125179,0,0,0,0,109.611,115.38,0,0,421.36776,0,3.49199999999998,284.583,271.143
29787,One Hand,Weapon,Mace,Master Smith's Hammer,111,0,Uncommon,https://tbc.wowhead.com/item=29787,NA,168.26962,551.763,964.96,594.85,1.4,0,38.45,66.89,0,0,250.553294,467.216042,0,0,0.133,0.469,123.478,130.5903,0,0,468.47848,0,7,NULL,9,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,59.62,108,202,2.6,NA,Master Smith Rhonsus,0,NA,-183.174,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,295.774,295.774
29909,One Hand,Weapon,Dagger,Screaming Dagger,81,0,Uncommon,https://tbc.wowhead.com/item=29909,NA,133.31372,414.491,505.8,443.23,2.4,0,30.35,52.47,0,0,189.806664,372.182152,0,0,0.228,0.804,98.828,98.4037,0,0,352.75688,0,12,NULL,7,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,44.72,56,105,1.8,NA,Felspark Ravine,0,NA,-113.314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222.484,222.484
29913,One Hand,Weapon,Sword,Foe Reaver,81,0,Uncommon,https://tbc.wowhead.com/item=29913,NA,134.02662,414.319,722.56,459.23,2.4,0,14.35,36.47,0,0,191.600794,373.651242,0,0,0.228,0.804,97.87,99.2285,0,0,353.62648,0,12,NULL,7,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,44.62,81,151,2.6,NA,Felspark Ravine,0,NA,-240.794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222.574,222.574
30278,One Hand,Weapon,Sword,Pilfered Ethereal Blade,111,0,Uncommon,https://tbc.wowhead.com/item=30278,NA,176.74438,542.04,591.98,539,3,0,0,0,0,0,217.452006,483.137058,0,0,0.285,1.005,133.922,127.49,0,0,450.93152,0,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NA,NULL,NULL,16,NA,NULL,NA,NA,NA,0,59.38,66,124,1.6,NA,Declawing Doomclaw,0,NA,-57.776,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,288.266,288.266
30364,One Hand,Weapon,Axe,Resonating Axe,108,0,Uncommon,https://tbc.wowhead.com/item=30364,NA,177.86886,549.749,1023.42,606.86,2.4,0,39.05,40.15,0,0,263.647182,501.579926,0,0,0.228,0.804,125.104,139.2194,0,0,481.07844,0,12,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,7,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,57.86,113,211,2.8,NA,Measuring Warp Energies,0,NA,-198.012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303.662,303.662
30855,One Hand,Weapon,Axe,Shatterstone Pick,84,0,Uncommon,https://tbc.wowhead.com/item=30855,NA,131.72456,427.388,520.72,454.8,1.4,0,34.85,35.55,0,0,192.701172,357.996096,0,0,0.133,0.469,95.354,102.6458,0,0,367.19324,0,7,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,45.56,57,107,1.8,NA,Beneath Thrallmar,0,NA,-106.112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,231.952,231.952
31422,One Hand,Weapon,Dagger,Heavy Elven Dirk,102,0,Uncommon,https://tbc.wowhead.com/item=31422,NA,149.08011,500.362,611.01,534.45,0,0,48.85,102.57,0,0,252.487707,431.168451,0,0,0,0,107.799,121.4001,0,0,430.14944,0,NULL,NULL,17,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,53.61,67,126,1.8,NA,The Den Mother,0,NA,-68.322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,270.777,270.777
31423,One Hand,Weapon,Axe,Wolf Hewer's Axe,102,0,Uncommon,https://tbc.wowhead.com/item=31423,NA,156.34725,500.75,805.92,520.7,2,0,0,0,0,0,217.977125,422.015125,0,0,0.19,0.67,111.533,120.0579,0,0,429.99,0,10,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,53.75,90,168,2.4,NA,The Den Mother,0,NA,-190.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,268.945,268.945
31446,One Hand,Weapon,Dagger,Vibro Shanker,105,0,Uncommon,https://tbc.wowhead.com/item=31446,NA,164.77121,531.22,512.53,559.04,0,0,40.5,72.1,0,0,276.198977,491.142561,0,0,0,0,112.249,139.358,0,0,472.93584,0,NULL,NULL,10,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,55.71,54,102,1.4,NA,Cutting Your Teeth,0,NA,17.348,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,294.967,294.967
31476,One Hand,Weapon,Dagger,Slow Death Dirk,105,0,Uncommon,https://tbc.wowhead.com/item=31476,NA,154.74333,520.342,634.51,552.21,0,0,48.85,102.57,0,0,259.899621,445.796253,0,0,0,0,112.017,125.8401,0,0,446.36432,0,NULL,NULL,17,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,55.83,70,131,1.8,NA,The Thunderspike,0,NA,-62.106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,281.211,281.211
31541,One Hand,Weapon,Sword,Whistling Sword,108,0,Uncommon,https://tbc.wowhead.com/item=31541,NA,167.7255,537.619,585.01,549.36,2.2,0,39.05,40.15,0,0,240.04525,453.98235,0,0,0.209,0.737,122.12,128.3144,0,0,458.359,0,11,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,57.5,64,120,1.6,NA,Gorgrom the Dragon-Eater,0,NA,-37.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,291.26,291.26
31703,One Hand,Weapon,Dagger,Nether-Stalker's Blade,108,0,Uncommon,https://tbc.wowhead.com/item=31703,NA,164.8925,545.08,663.84,579.64,0,0,48.4,73.68,0,0,271.17525,477.20725,0,0,0,0,114.77,138.1612,0,0,480.768,0,NULL,NULL,8,NULL,NULL,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,57.5,72,135,1.8,NA,Teleport This!,0,NA,-43.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,299.59,299.59
31723,One Hand,Weapon,Dagger,Madman's Blade,96,0,Uncommon,https://tbc.wowhead.com/item=31723,NA,137.11164,466.275,447.27,486.38,0,0,46.3,65.26,0,0,220.733068,383.645324,0,0,0,0,98.156,113.1564,0,0,405.24656,0,NULL,NULL,6,NULL,NULL,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,49.64,48,91,1.4,NA,It's Watching You!,0,NA,-23.748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,252.878,252.878
31733,One Hand,Weapon,Dagger,Akuno's Blade,99,0,Uncommon,https://tbc.wowhead.com/item=31733,NA,146.48284,485.043,620.47,516.88,0,0,36.9,37.7,0,0,228.438208,391.566944,0,0,0,0,101.236,114.8526,0,0,416.33936,0,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,8,NULL,NULL,NULL,7,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,0,51.84,69,128,1.9,NA,Escaping the Tomb,0,NA,-94.688,141.72284,477.686,615.99,499.8,0,0,26.4,27.2,0,0,217.938208,370.740544,0,0,0,0,100.536,112.7526,0,0,404.55136,0,-99.448,262.518,258.038
23555,One Hand,Weapon,Dagger,Dirge,105,70,Epic,https://tbc.wowhead.com/item=23555,NA,230.5032,785.38,752.6,782.8,0,0,71,73,0,0,365.17984,626.11712,0,0,0,0,163.48,190.608,0,0,677.4728,0,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,83.2,81,152,1.4,Blacksmithing,Crafted,1,NA,98.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,429.24,429.24
23577,One Hand,Weapon,Sword,The Hungering Cold,89,60,Epic,https://tbc.wowhead.com/item=23577,NA,222.833,674.78,693.52,666.24,2.8,0,0,0,0,0,288.5251,619.385009090909,0,0,0.266,0.938,161.1,166.37,0,0,573.372,0,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,140,73,76,143,1.5,Naxxramas,Kel'Thuzad,1,NA,16.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,364.52,364.52
24020,One Hand,Weapon,Sword,Shadowrend Longblade,85,60,Rare,https://tbc.wowhead.com/item=24020,NA,157.4819,497.139,863.33,544.32,2.4,0,40.6,41.8,0,0,227.05723,428.50059,0,0,0.228,0.804,114.43,119.7142,0,0,426.2496,0,12,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,52.9,96,179,2.6,Hellfire Ramparts,Watchkeeper Gargolmar,1,NA,-198.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,270.66,270.66
24356,One Hand,Weapon,Dagger,Wastewalker Shiv,91,62,Rare,https://tbc.wowhead.com/item=24356,NA,171.5903,518.586,631.14,553.68,2.4,0,46,46,0,0,251.03011,463.27443,0,0,0.228,0.804,118.75,122.7484,0,0,452.1192,0,12,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,55.3,69,130,1.8,Slave Pens,Mennu the Betrayer,1,NA,-57.88,163.4303,505.974,623.46,524.4,2.4,0,28,28,0,0,233.03011,427.57203,0,0,0.228,0.804,117.55,119.1484,0,0,431.9112,0,-66.04,280.05,272.37
24464,One Hand,Weapon,Dagger,The Stalker's Fangs,94,63,Rare,https://tbc.wowhead.com/item=24464,NA,172.2267,533.19,649.3,554,3.2,0,43.25,44.75,0,0,244.85429,468.95637,0,0,0.304,1.072,125.58,128.503,0,0,456.4718,0,16,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,56.7,71,133,1.8,The Underbog,The Black Stalker,1,NA,-64.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,290.69,290.69
25538,One Hand,Weapon,Fist,Sporeling Claw,94,0,Rare,https://tbc.wowhead.com/item=25538,NA,180.0626,528.468,883.16,581.08,3.6,0,42,42,0,0,251.37042,485.43766,0,0,0.342,1.206,126.38,124.1272,0,0,457.6144,0,18,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,56.6,99,184,2.5,NA,Fhwoor Smash!,1,NA,-163.24,171.9026,515.856,875.48,551.8,3.6,0,24,24,0,0,233.37042,449.73526,0,0,0.342,1.206,125.18,120.5272,0,0,437.4064,0,-171.4,284.38,276.7
25763,One Hand,Weapon,Dagger,Ceremonial Warmaul Blood-blade,103,0,Rare,https://tbc.wowhead.com/item=25763,NA,191.3416,584.018,674.49,606.53,3.8,0,52.65,93.73,0,0,280.50262,543.08796,0,0,0.361,1.273,141.5,140.7129,0,0,502.0284,0,19,NULL,13,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,62.6,74,139,1.7,NA,The Ring of Blood: The Final Challenge,1,NA,-24.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,315.41,315.41
25764,One Hand,Weapon,Fist,Mag'hari Fury Brand,103,0,Rare,https://tbc.wowhead.com/item=25764,NA,191.3416,584.018,979.99,630.53,3.8,0,52.65,93.73,0,0,280.50262,543.08796,0,0,0.361,1.273,141.5,140.7129,0,0,502.0284,0,19,NULL,13,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,62.6,109,204,2.5,NA,The Ring of Blood: The Final Challenge,1,NA,-144.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,315.41,315.41
25772,One Hand,Weapon,Sword,Crystalline Kopesh,100,0,Rare,https://tbc.wowhead.com/item=25772,NA,187.6452,550.64,783.82,576.32,3.6,0,19.5,19.5,0,0,242.58974,496.85762,0,0,0.342,1.206,136.68,124.3,0,0,461.5928,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NA,NULL,NULL,12,NA,NULL,NA,NA,NA,NULL,60.2,88,165,2.1,NA,Wanted: Durn the Hungerer,1,NA,-114.72,178.8052,536.977,775.5,544.6,3.6,0,0,0,0,0,223.08974,458.18002,0,0,0.342,1.206,135.38,120.4,0,0,439.7008,0,-123.56,291.26,282.94
25773,One Hand,Weapon,Mace,Hungering Bone Cudgel,100,0,Rare,https://tbc.wowhead.com/item=25773,NA,183.9233,562.641,612.65,582.92,3.6,0,50.6,88.52,0,0,269.32361,521.23973,0,0,0.342,1.206,135.93,135.5302,0,0,483.7832,0,18,NULL,12,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,60.3,67,126,1.6,NA,Wanted: Durn the Hungerer,1,NA,-18.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303.86,303.86
25823,One Hand,Weapon,Axe,Grunt's Waraxe,85,60,Rare,https://tbc.wowhead.com/item=25823,NA,167.1509,493.579,632.53,529.04,3.2,0,38.5,38.5,0,0,233.81723,450.21699,0,0,0.304,1.072,117.33,115.8166,0,0,426.9056,0,16,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,52.9,70,131,1.9,Quartermaster Urgronn,NA,1,NA,-88.04,159.6709,482.018,625.49,502.2,3.2,0,22,22,0,0,217.31723,417.48979,0,0,0.304,1.072,116.23,112.5166,0,0,408.3816,0,-95.52,265.46,258.42
25825,One Hand,Weapon,Sword,Footman's Longsword,85,60,Rare,https://tbc.wowhead.com/item=25825,NA,167.1509,493.579,698.33,535.04,3.2,0,38.5,38.5,0,0,233.81723,450.21699,0,0,0.304,1.072,117.33,115.8166,0,0,426.9056,0,16,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,52.9,77,145,2.1,Logistics Officer,NA,1,NA,-118.04,159.6709,482.018,691.29,508.2,3.2,0,22,22,0,0,217.31723,417.48979,0,0,0.304,1.072,116.23,112.5166,0,0,408.3816,0,-125.52,265.46,258.42
25952,One Hand,Weapon,Sword,Scimitar of the Nexus-Stalkers,97,64,Rare,https://tbc.wowhead.com/item=25952,NA,185.0493,542.338,553.84,571.62,3.2,0,46.7,90.94,0,0,282.04621,519.41893,0,0,0.304,1.072,130.57,128.3578,0,0,466.2752,0,16,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,58.3,61,114,1.5,Mana-Tombs,Tavarok,1,NA,-1.54000000000002,176.8893,529.726,546.16,542.34,3.2,0,28.7,72.94,0,0,264.04621,483.71653,0,0,0.304,1.072,129.37,124.7578,0,0,446.0672,0,-9.70000000000002,292.05,284.37
25964,One Hand,Weapon,Sword,Shaarde the Lesser,100,65,Rare,https://tbc.wowhead.com/item=25964,NA,195.2753,560.48,759.32,579.64,5,0,0,0,0,0,246.12361,555.23043,0,0,0.475,1.675,139.87,140.97,0,0,480.6112,0,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,60.3,84,157,2,Auchenai Crypts,Shirrak the Dead Watcher,1,NA,-93.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,304.83,304.83
27424,One Hand,Weapon,Axe,Amani Venom-Axe,103,66,Rare,https://tbc.wowhead.com/item=27424,NA,188.0538,590.817,910.47,623.8,3,0,49.25,50.75,0,0,271.22036,512.21698,0,0,0.285,1.005,136.63,142.5348,0,0,507.0262,0,15,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,62.8,101,188,2.3,Old Hillsbrad Foothills,Captain Skarloc,1,NA,-116.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,322.03,322.03
