1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
30005,Shoulder,Armor,Plate,Overmaster's Shoulders,114,0,Uncommon,https://tbc.wowhead.com/item=30005,NA,23.87,50.16,40.44,78.92,2.4,0,18.616,18.464,0,0,121.5248,115.495075,0,0,0,0,54.07,42.7728,0,0,102.24,0,12,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,787,NA,NA,NA,NA,NA,Dealing with the Overmaster,0,NA,NA
30218,Shoulder,Armor,Leather,Junior Technician 3rd Grade Shoulders,108,0,Uncommon,https://tbc.wowhead.com/item=30218,NA,22.875,39.699,31.76,103.47,3.2,0,47.838,37.802,0,0,118.4843,57.3946,0,0,0,0,31.46,36.9296,0,0,88.54,0,16,NULL,11,NULL,NULL,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,188,NA,NA,NA,NA,NA,You're Hired!,0,NA,NA
30262,Shoulder,Armor,Leather,Trep's Shoulderguards,108,0,Uncommon,https://tbc.wowhead.com/item=30262,NA,12.38,0,0,0,19.76,15.806,0,0,13.9,25.74,0,28.48215,32.919,25.04,18.63,20.08,34.7,4.2212,34.3,17.34,0,26.76,15,13,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,188,NA,NA,NA,NA,NA,Elemental Power Extraction,0,NA,NA
30275,Shoulder,Armor,Plate,Mech Tech Shoulders,108,0,Uncommon,https://tbc.wowhead.com/item=30275,NA,31.845,40.16,32.37,66.82,5,0,16.143,16.848,0,0,101.0615,114.44595,0,0,0,0,63.102,36.3762,0,0,81.7,0,25,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,747,NA,NA,NA,NA,NA,Pick Your Part,0,NA,NA
30286,Shoulder,Armor,Mail,Otherworldly Pauldrons,111,0,Uncommon,https://tbc.wowhead.com/item=30286,NA,12.7,0,0,0,8.46,30.6865,0,0,2.7,43.22,0,50.86455,46.564,57.988,36.42,41.01,51.4,7.5884,29.45,42.57,0,22.85,12,9,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,430,NA,NA,NA,NA,NA,Retrieving the Goods,0,NA,NA
30291,Shoulder,Armor,Plate,Nexus-Guard's Pauldrons,111,0,Uncommon,https://tbc.wowhead.com/item=30291,NA,36.685,11.509,9.86,36.89,5.4,0,17.952,15.878,0,0,51.3111,108.344375,0,0,0,0,78.46,10.8052,0,0,29.58,0,27,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NA,NA,NA,767,NA,NA,NA,NA,NA,Success!,0,NA,NA
30295,Shoulder,Armor,Mail,Exotic Spiked Shoulders,108,0,Uncommon,https://tbc.wowhead.com/item=30295,NA,25.24,33.5,27.6,92.76,3.2,0,46.112,36.168,0,0,116.5124,83.33545,0,0,0,0,45.62,27.4128,0,0,80.72,0,16,NULL,28,NULL,NULL,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,418,NA,NA,NA,NA,NA,Wanted: Annihilator Servo!,0,NA,NA
30333,Shoulder,Armor,Mail,Spaulders of the Protectorate,114,0,Uncommon,https://tbc.wowhead.com/item=30333,NA,16.31,12.726,9.94,28,15.28,0.868,14.476,8.764,9.2,8.22,28,60.889675,15.792,7.42,2.64,3.74,38.63,8.4756,25.4,2.52,28,17.28,15,14,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,441,NA,NA,NA,NA,NA,NA,0,NA,NA
30381,Shoulder,Armor,Plate,Kaylaan's Spaulders,114,0,Uncommon,https://tbc.wowhead.com/item=30381,NA,33.97,0,0,0,5.4,30,0,0,0,30,0,99.909075,29.46,36.3,30,30,91.85,8.328,0,30,0,0,27,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NA,NA,NA,787,NA,NA,NA,NA,NA,Aldor No More,0,NA,NA
30514,Shoulder,Armor,Cloth,Nether Guards,108,0,Uncommon,https://tbc.wowhead.com/item=30514,NA,17.8,0,0,0,10.52,33.682,0,0,3.3,37.18,0,25.4061,42.229,45.76,34.21,34.76,50.8,9.2092,12.1,34.98,0,5.72,24,11,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,100,NA,NA,NA,NA,NA,Dr. Boom!,0,NA,NA
30938,Shoulder,Armor,Leather,Azurestrike Shoulders,111,0,Uncommon,https://tbc.wowhead.com/item=30938,NA,17.68,46.118,37.71,103.09,2.2,0,46.818,37.506,0,0,112.8134,52.63035,0,0,0,0,26.34,40.0723,0,0,98.77,0,11,NULL,NULL,NULL,NULL,44,NULL,NULL,NULL,21,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,193,NA,NA,NA,NA,NA,Capture the Weapons,0,NA,NA
30952,Shoulder,Armor,Mail,Earthmender's Crimson Spaulders,114,0,Uncommon,https://tbc.wowhead.com/item=30952,NA,20.53,38.102,30.58,94.72,6.56,0.496,47.916,33.724,2.4,3.04,108.2928,80.178025,7.144,4.24,0.88,1.28,42.05,28.2348,8.8,1.44,87.84,4.16,12,8,16,NULL,NULL,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,441,NA,NA,NA,NA,NA,NA,0,NA,NA
30964,Shoulder,Armor,Plate,Skybreaker's Pauldrons,114,0,Uncommon,https://tbc.wowhead.com/item=30964,NA,37.865,35.217,28.56,68.67,6.2,0,22.176,19.614,0,0,110.9703,128.112175,0,0,0,0,74.054,28.6188,0,0,78.54,0,31,NULL,21,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,787,NA,NA,NA,NA,NA,Enraged Spirits of Air,0,NA,NA
31115,Shoulder,Armor,Plate,Uvuros Plated Spaulders,114,0,Uncommon,https://tbc.wowhead.com/item=31115,NA,21.37,23,17.94,25.3,8.92,28.682,0,0,3.3,32.18,52.118,102.306375,37.319,39.71,29.21,29.76,75.002,24.5468,12.1,29.98,46,5.72,16,11,NULL,23,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,787,NA,NA,NA,NA,NA,"Wanted: Uvuros, Scourge of Shadowmoon",0,NA,NA
31314,Shoulder,Armor,Mail,Rocket-Chief Pauldrons,108,0,Uncommon,https://tbc.wowhead.com/item=31314,NA,15.38,0,0,0,11.52,33.992,0,0,4.8,39.08,0,52.22005,46.694,48.41,34.76,35.56,60,9.2312,17.6,35.88,0,8.32,16,16,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,418,NA,NA,NA,NA,NA,Breaking Down Netherock,0,NA,NA
31419,Shoulder,Armor,Leather,Living Grove Shoulderpads,102,0,Uncommon,https://tbc.wowhead.com/item=31419,NA,21.45,31.237,25.73,86.42,3,0,42.966,33.674,0,0,108.4758,56.4422,0,0,0,0,32,25.5406,0,0,75.24,0,15,NULL,26,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,178,NA,NA,NA,NA,NA,Protecting Our Own,0,NA,NA
31427,Shoulder,Armor,Mail,Sylvanaar Defender's Pauldrons,102,0,Uncommon,https://tbc.wowhead.com/item=31427,NA,8.06,37.434,30.31,77.35,4,0,38.884,26.086,4,2.32,80.236,59.922175,2.632,0,0.88,1.2,25.17,25.4405,8,0,81.55,8,NULL,NULL,NULL,NULL,NULL,52,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,396,NA,NA,NA,NA,NA,The Bladespire Ogres,0,NA,NA
31429,Shoulder,Armor,Cloth,Spelunker's Mantle,102,0,Uncommon,https://tbc.wowhead.com/item=31429,NA,16.35,0,0,0,5,31.795,0,0,0,36,0,23.623675,35.11,45.76,34.1,35.9,45.55,8.472,8.5,36.5,0,7.9,22,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,95,NA,NA,NA,NA,NA,Into the Draenethyst Mine,0,NA,NA
31436,Shoulder,Armor,Plate,Sylvanaar Champion's Shoulders,108,0,Uncommon,https://tbc.wowhead.com/item=31436,NA,27.17,41.4,33.74,59.1,4.4,0,16,13.08,0,0,89.766,111.668775,0,0,0,0,60.702,29.8116,0,0,85.4,0,22,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,747,NA,NA,NA,NA,NA,Planting the Banner,0,NA,NA
31438,Shoulder,Armor,Cloth,Fizit's Mantle of Drake Hunting,105,0,Uncommon,https://tbc.wowhead.com/item=31438,NA,0.97,0,0,0,21,23.0705,0,0,13.5,37.56,0,9.741225,51.665,41.726,26.29,29.17,19.25,5.2344,30.95,28.39,0,18.05,NULL,18,NULL,NULL,18,NULL,NULL,18,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,97,NA,NA,NA,NA,NA,"What Came First, the Drake or the Egg?",0,NA,NA
31483,Shoulder,Armor,Plate,Gor'drek's Pauldrons,102,0,Uncommon,https://tbc.wowhead.com/item=31483,NA,18.18,37.434,30.31,77.35,2,0,38.884,26.086,0,0,80.236,97.656275,0,0,0,0,49.77,25.4405,0,0,81.55,0,10,NULL,NULL,NULL,NULL,52,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,708,NA,NA,NA,NA,NA,Protecting Our Own,0,NA,NA
31521,Shoulder,Armor,Plate,Expedition Defender's Shoulders,105,0,Uncommon,https://tbc.wowhead.com/item=31521,NA,21.07,25.36,20.36,33.32,3.62,22.2565,6.4,5.232,0,25.2,55.8472,97.263775,24.577,32.032,23.87,25.13,67.082,24.2544,5.95,25.55,51.76,5.53,16,NULL,NULL,18,NULL,NULL,NULL,21,NULL,8,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,727,NA,NA,NA,NA,NA,...and a Time for Action,0,NA,NA
31533,Shoulder,Armor,Mail,Diluvian Spaulders,108,0,Uncommon,https://tbc.wowhead.com/item=31533,NA,14.68,0,0,0,13.38,15.6565,0,0,7.3,26.1,0,51.5799,31.436,31.966,19.6,22.45,44.6,3.8156,29.45,22.13,0,22.41,15,11,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,418,NA,NA,NA,NA,NA,Whispers of the Raven God,0,NA,NA
31538,Shoulder,Armor,Leather,Twin Moon Shoulderguards,105,0,Uncommon,https://tbc.wowhead.com/item=31538,NA,11.63,0,0,0,19.46,20.921,0,0,10.5,34.48,0,27.339875,45.224,40.024,24.68,27.9,34.35,4.7048,28.7,27.62,0,18.34,14,14,NULL,NULL,14,NULL,NULL,16,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,183,NA,NA,NA,NA,NA,Crush the Bloodmaul Camp,0,NA,NA
31659,Shoulder,Armor,Cloth,Researcher's Mantle,90,0,Uncommon,https://tbc.wowhead.com/item=31659,NA,0.85,0,0,0,18.08,21.752,0,0,12,30.52,0,8.536125,43.346,31.47,22.36,23.16,19.15,5.3448,19.2,21.88,0,8.32,NULL,16,NULL,NULL,16,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,85,NA,NA,NA,NA,NA,An Unnatural Drought,0,NA,NA
31687,Shoulder,Armor,Cloth,Mok'Nathal Mantle,108,0,Uncommon,https://tbc.wowhead.com/item=31687,NA,1,0,0,0,21.06,24.25,0,0,13.5,39.16,0,10.0425,53.212,43.882,27.7,30.76,20.1,5.5264,31.8,30.04,0,18.84,NULL,18,NULL,NULL,18,NULL,NULL,19,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,100,NA,NA,NA,NA,NA,There Can Be Only One Response,0,NA,NA
31712,Shoulder,Armor,Leather,Mok'Nathal Champion's Shoulderguards,105,0,Uncommon,https://tbc.wowhead.com/item=31712,NA,22.495,31.914,26.31,88.59,3.2,0,44.022,34.608,0,0,111.4941,58.410025,0,0,0,0,33.45,26.1762,0,0,76.98,0,16,NULL,27,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,183,NA,NA,NA,NA,NA,Spirit Calling,0,NA,NA
31786,Shoulder,Armor,Mail,Blacksting Shoulders,90,0,Uncommon,https://tbc.wowhead.com/item=31786,NA,9.85,25.376,20.64,66.72,8.32,0.992,33.44,24.96,4.8,6.08,80.2928,56.658825,14.288,8.48,1.76,2.56,25.97,19.856,17.6,2.88,59.84,8.32,NULL,16,16,NULL,NULL,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,353,NA,NA,NA,NA,NA,Blacksting's Bane,0,NA,NA
31797,Shoulder,Armor,Leather,Elekk Hide Spaulders,99,0,Uncommon,https://tbc.wowhead.com/item=31797,NA,1.73,0,0,0,17.68,32.53,0,0,10.8,51.8,0,17.373525,61.486,63.098,39.4,45.04,27.35,7.396,38.6,45.36,0,28.36,NULL,12,NULL,NULL,16,NULL,NULL,25,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,173,NA,NA,NA,NA,NA,The Fallen Exarch,0,NA,NA
31817,Shoulder,Armor,Mail,Dragonbone Shoulders,102,0,Uncommon,https://tbc.wowhead.com/item=31817,NA,18.26,34.751,28.5,70.11,7,0,34.846,24.32,4,2.32,73.7656,67.932125,2.632,0,0.88,1.2,38.43,23.8507,8,0,75.43,8,15,NULL,NULL,NULL,NULL,38,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,396,NA,NA,NA,NA,NA,Evil Draws Near,0,NA,NA
31819,Shoulder,Armor,Plate,Noble Plate Pauldrons,102,0,Uncommon,https://tbc.wowhead.com/item=31819,NA,23.88,26.88,21.98,39.06,10.76,16.806,11.2,9.156,3.9,20.94,58.0776,98.51185,27.321,26.25,17.43,18.08,68.336,23.8398,14.3,18.34,55.58,6.76,20,13,NULL,14,NULL,NULL,NULL,16,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,708,NA,NA,NA,NA,NA,Terokkarantula,0,NA,NA
32868,Shoulder,Armor,Mail,Skybreaker's Mantle,114,0,Uncommon,https://tbc.wowhead.com/item=32868,NA,44.305,43.852,38.63,114.29,11.97,18,54.582,47.684,11.44,18,141.6773,105.845975,17.676,21.78,18,19.76,66.15,35.6426,28.8,14,90.54,31,22,NULL,21,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red,Blue,NA,441,NA,NA,NA,NA,NA,A Job Unfinished...,0,NA,NA
22515,Shoulder,Armor,Cloth,Shoulderpads of Faith,86,60,Epic,https://tbc.wowhead.com/item=22515,Priest,13.01,0,0,0,35.82,2.986,0,0,29.31,14.36,0,22.029725,29.098,9.54,4.34,5.48,22.65,0.0792,68.3,3.24,0,66.36,17,18,NULL,NULL,17,NULL,NULL,NULL,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,111,NA,NA,NA,NA,Classic,NA,0,NA,NA
22940,Shoulder,Armor,Plate,Icebane Pauldrons,83,60,Epic,https://tbc.wowhead.com/item=22940,NA,21.47,9,7.02,9.9,3.6,0,0,0,0,0,20.394,96.659925,0,0,0,0,56.266,6.5448,0,0,18,0,18,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,797,NA,NA,NA,NA,Classic,NA,0,NA,NA
22941,Shoulder,Armor,Leather,Polar Shoulder Pads,83,60,Epic,https://tbc.wowhead.com/item=22941,NA,19.57,0,0,0,5,0,0,0,0,0,0,36.791725,0,0,0,0,32.85,0,0,0,0,0,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,207,NA,NA,NA,NA,Classic,NA,0,NA,NA
22967,Shoulder,Armor,Mail,Icy Scale Spaulders,83,0,Epic,https://tbc.wowhead.com/item=22967,NA,21.98,0,0,0,5,0,0,0,0,0,0,60.99415,0,0,0,0,44.9,0,0,0,0,0,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,448,NA,NA,NA,NA,NA,NA,1,NA,NA
22968,Shoulder,Armor,Cloth,Glacial Mantle,83,0,Epic,https://tbc.wowhead.com/item=22968,NA,13.68,0,0,0,3.6,16,0,0,0,16,0,22.3686,15.712,19.36,16,16,32.8,4.4416,0,16,0,0,18,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,1,NA,NA
22983,Shoulder,Armor,Cloth,Rime Covered Mantle,83,60,Epic,https://tbc.wowhead.com/item=22983,NA,9.48,0,0,0,9.48,42.257,0,0,3.6,51.96,0,18.5277,56.924,66.794,46.06,49.18,44.7,11.0808,25.1,50.26,0,17.3,12,12,NULL,NULL,NULL,NULL,NULL,39,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,108,NA,NA,NA,NA,Naxxramas,Gluth,1,NA,NA
23664,Shoulder,Armor,Mail,Pauldrons of Elemental Fury,85,60,Epic,https://tbc.wowhead.com/item=23664,Shaman,17.88,0,0,0,15.56,29.815,0,0,6.3,42.38,0,58.1575,52.195,55.834,34.05,37.62,60.3,7.5116,35,38.88,0,21.98,19,21,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,458,NA,NA,NA,NA,Naxxramas,Zone Drop,1,NA,NA
23667,Shoulder,Armor,Plate,Spaulders of the Grand Crusader,85,60,Epic,https://tbc.wowhead.com/item=23667,Paladin,23.96,30.88,25.1,43.46,16.44,21.054,11.2,9.156,9.1,28.78,67.1416,110.34345,37.453,33.21,22.75,23.92,75.232,27.8766,26.7,23.06,63.58,16.84,18,17,NULL,18,NULL,NULL,NULL,20,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,816,NA,NA,NA,NA,Naxxramas,Zone Drop,1,NA,NA
24024,Shoulder,Armor,Cloth,Pauldrons of Arcane Rage,85,60,Rare,https://tbc.wowhead.com/item=24024,NA,13.48,0,0,0,20.28,29.436,0,0,10.8,37.92,0,20.3601,50.388,42.21,30.18,31.08,41.3,7.5744,21,30.24,0,9.36,18,18,NULL,NULL,12,NULL,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,88,NA,NA,NA,NA,Hellfire Ramparts,Watchkeeper Gargolmar,1,NA,NA
24366,Shoulder,Armor,Mail,Scorpid-Sting Mantle,91,62,Rare,https://tbc.wowhead.com/item=24366,NA,36.815,43.852,38.63,114.29,15.97,18,54.582,47.684,17.44,21.48,141.6773,94.52365,21.624,21.78,19.32,21.56,54.7,35.6426,40.8,14,90.54,43,12,NULL,21,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,Red,Blue,NA,392,NA,NA,NA,NA,Slave Pens,Quagmirran,1,NA,NA
24398,Shoulder,Armor,Leather,Mantle of the Dusk-Dweller,88,61,Rare,https://tbc.wowhead.com/item=24398,NA,29.215,40.56,32.95,114.08,4.2,0,51.251,44.2,0,0,138.4339,64.176725,0,0,0,0,37.3,41.775,0,0,92.22,0,21,NULL,20,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,174,NA,NA,NA,NA,Blood Furnace,Keli'dan the Breaker,1,NA,NA
24457,Shoulder,Armor,Plate,Truth Bearer Shoulderguards,94,63,Rare,https://tbc.wowhead.com/item=24457,NA,40.41,33,29.06,57.42,22.48,19.364,16.896,18.68,18.04,26.36,86.815,115.285075,37.322,33.44,20.42,25.04,73.758,28.4592,53,21.96,66,47.44,21,22,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red,Red,NA,721,NA,NA,NA,NA,The Underbog,Swamplord Musel'ek,1,NA,NA
24463,Shoulder,Armor,Plate,Pauldrons of Brute Force,94,63,Rare,https://tbc.wowhead.com/item=24463,NA,48.21,32,28.28,56.32,12.34,18,16.896,18.68,11.44,18,84.549,120.602675,17.676,21.78,18,19.76,79.634,23.7952,28.8,14.23,55.88,24.08,22,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,Yellow,Blue,NA,721,NA,NA,NA,NA,The Underbog,The Black Stalker,1,NA,NA
24546,Shoulder,Armor,Plate,Gladiator's Plate Shoulders,123,70,Epic,https://tbc.wowhead.com/item=24546,Warrior,64.4,59.16,51.13,101.79,16.21,18,35.296,33.722,11.44,18,141.4402,187.356725,17.676,21.78,18,21.52,118.678,45.9273,28.8,18.23,121.19,29.08,45,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red,Yellow,NA,1160,NA,NA,NA,NA,Season 1,PvP,1,NA,NA
24554,Shoulder,Armor,Cloth,Gladiator's Dreadweave Mantle,123,70,Epic,https://tbc.wowhead.com/item=24554,Warlock,47.75,16,15.8,38.72,23.62,60.0984,16.896,18.68,15.64,69.72,48.293,63.910575,73.602,85.92,68.94,71.28,85.55,21.1048,44.2,54.75,23.88,31.36,42,14,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Blue,Yellow,NA,155,NA,NA,NA,NA,Season 1,PvP,1,NA,NA
25715,Shoulder,Armor,Plate,Jade Warrior Pauldrons,85,0,Rare,https://tbc.wowhead.com/item=25715,NA,33.755,32.863,26.62,63.23,5.6,0,20.064,17.746,0,0,102.6677,110.718025,0,0,0,0,64.13,26.6204,0,0,73.06,0,28,NULL,19,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,655,NA,NA,NA,NA,NA,Weaken the Ramparts,1,NA,NA
25718,Shoulder,Armor,Cloth,Mantle of Magical Might,85,0,Rare,https://tbc.wowhead.com/item=25718,NA,12.08,0,0,0,19.1,24.026,0,0,9.6,38.46,0,19.0798,49.379,47.136,28.43,32.16,33.8,5.5796,33.3,32.46,0,21.48,16,17,NULL,NULL,10,NULL,NULL,19,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,88,NA,NA,NA,NA,NA,Weaken the Ramparts,1,NA,NA
25790,Shoulder,Armor,Leather,Expedition Scout's Epaulets,114,0,Rare,https://tbc.wowhead.com/item=25790,NA,21.045,55.97,45.45,160.89,0,0,69.698,63,0,0,195.7367,67.389975,0,0,0,0,23.75,62.379,0,0,125.66,0,NULL,NULL,25,NULL,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,217,NA,NA,NA,NA,NA,Fel Embers,1,NA,NA
25832,Shoulder,Armor,Leather,Gladiator's Leather Spaulders,123,70,Epic,https://tbc.wowhead.com/item=25832,Rogue,58.565,63.134,55.6,155.14,15.01,18,73.626,65.134,11.44,18,193.3541,111.2706,17.676,21.78,18,21.52,78.78,52.4617,28.8,18.23,141.71,29.08,39,NULL,29,NULL,NULL,18,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red,Yellow,NA,291,NA,NA,NA,NA,Season 1,PvP,1,NA,NA
25854,Shoulder,Armor,Cloth,Gladiator's Silk Amice,123,70,Epic,https://tbc.wowhead.com/item=25854,Mage,47.75,16,15.8,38.72,23.88,53.1395,16.896,18.68,15.34,62.74,48.293,63.910575,68.054,79.688,56.76,61.51,85.45,21.2876,54.15,57.02,23.88,41.11,42,13,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Blue,Yellow,NA,155,NA,NA,NA,NA,Season 1,PvP,1,NA,NA
